"open_time","open","high","low","close","volume","close_time","quote_asset_volume","trades","taker_buy_base_asset_volume","taker_buy_quote_asset_volume","symbol"
2021-05-13 04:00:00,51332.74,51367.19,50605.38,50879.72,3632.057094,2021-05-13 04:59:59,185205321.51294,101776,1790.784202,91289466.7258568,"BTCUSDT"
2021-05-13 05:00:00,50879.73,50950,49938.44,50015.82,4616.644825,2021-05-13 05:59:59,232592649.4442,127263,2286.173201,115209979.241441,"BTCUSDT"
2021-05-13 06:00:00,50015.83,50354.28,48747.89,49212.91,8623.516471,2021-05-13 06:59:59,428217306.163141,205034,4070.457418,202192558.518784,"BTCUSDT"
2021-05-13 07:00:00,49212.92,50243.61,48901,49171.76,8782.325893,2021-05-13 07:59:59,435431030.930518,182114,4753.650951,235755353.206117,"BTCUSDT"
2021-05-13 08:00:00,49176.56,49909.8,48457.12,49777.01,6132.186867,2021-05-13 08:59:59,301930927.922547,152730,3048.857802,150122521.674275,"BTCUSDT"
2021-05-13 09:00:00,49777.01,50400,49528.46,50158.05,4589.170703,2021-05-13 09:59:59,229794939.996319,122933,2373.091961,118836338.26224,"BTCUSDT"
2021-05-13 10:00:00,50159.29,50585.52,49594,50500,3970.491935,2021-05-13 10:59:59,199239936.803694,108246,1992.321436,100007792.17076,"BTCUSDT"
2021-05-13 11:00:00,50500.01,50884.34,50207.56,50288.69,3752.911213,2021-05-13 11:59:59,189652725.600613,104145,1796.296113,90779670.0498867,"BTCUSDT"
2021-05-13 12:00:00,50288.68,50394.2,49458.68,49627.64,4978.783253,2021-05-13 12:59:59,248565796.067294,115590,2460.808905,122849602.633995,"BTCUSDT"
2021-05-13 13:00:00,49627.63,50429.99,48434.2,48635.4,6007.197865,2021-05-13 13:59:59,297604819.872209,149029,2975.154783,147536779.714071,"BTCUSDT"
2021-05-13 14:00:00,48635.65,48888,47000,48465.11,11630.740179,2021-05-13 14:59:59,558009110.944247,244584,5042.36741,242062338.729387,"BTCUSDT"
2021-05-13 15:00:00,48465.11,48964.41,47672.59,47844.04,6375.313151,2021-05-13 15:59:59,308258295.123961,149295,3005.197745,145261413.798177,"BTCUSDT"
2021-05-13 16:00:00,47844.04,49384.2,47832.38,48568.85,4923.945507,2021-05-13 16:59:59,239925381.580245,119719,2515.509306,122561293.777738,"BTCUSDT"
2021-05-13 17:00:00,48569.97,49450,48367.56,49304.15,4073.877133,2021-05-13 17:59:59,199796526.897778,100429,2208.728572,108332697.321647,"BTCUSDT"
2021-05-13 18:00:00,49304.11,49866.03,49000,49564.94,2593.165053,2021-05-13 18:59:59,128484104.796879,93588,1323.583565,65594103.2145313,"BTCUSDT"
2021-05-13 19:00:00,49564.93,49879.77,48838.38,48857.72,3571.571945,2021-05-13 19:59:59,176481652.09279,110578,1867.051034,92267248.01684,"BTCUSDT"
2021-05-13 20:00:00,48857.76,49759.1,48350,49670.97,3799.359253,2021-05-13 20:59:59,186472761.469016,121978,1957.35411,96093433.9259999,"BTCUSDT"
2021-05-13 21:00:00,49671.92,50241.19,49479.77,50029.78,4470.636113,2021-05-13 21:59:59,223240429.257154,113496,2197.549873,109724109.435623,"BTCUSDT"
2021-05-13 22:00:00,50029.77,50390.7,49855.09,50015.76,3253.803967,2021-05-13 22:59:59,163132723.817333,84399,1431.144637,71755916.6460693,"BTCUSDT"
2021-05-13 23:00:00,50019.56,50070.68,49414.5,49464.64,3144.16476,2021-05-13 23:59:59,156120749.153498,77989,1346.561575,66851661.1986571,"BTCUSDT"
2021-05-14 00:00:00,49464.63,49663.18,49021.01,49157.93,2794.497577,2021-05-14 00:59:59,137960403.498149,65043,1410.004485,69599482.175726,"BTCUSDT"
2021-05-14 01:00:00,49157.94,49540.09,48799.75,49198.86,3932.039844,2021-05-14 01:59:59,193500416.235116,87094,1732.531054,85274923.0773969,"BTCUSDT"
2021-05-14 02:00:00,49195.17,49736.84,49042.29,49653.44,2676.459272,2021-05-14 02:59:59,132162981.282612,72991,1346.886364,66506287.0058272,"BTCUSDT"
2021-05-14 03:00:00,49649.77,49706.55,48862.56,49056.83,3448.437632,2021-05-14 03:59:59,169482635.062028,92362,1639.719447,80561647.6860969,"BTCUSDT"
2021-05-14 04:00:00,49056.83,50286.26,49050,49987.2,4177.17298,2021-05-14 04:59:59,208219279.808007,99854,2282.355528,113781031.725172,"BTCUSDT"
2021-05-14 05:00:00,49987.19,50420.17,49880,50365.98,3437.195258,2021-05-14 05:59:59,172581504.839901,99694,1702.47651,85479755.9447348,"BTCUSDT"
2021-05-14 06:00:00,50365.97,50800,50140.1,50413.21,4037.606556,2021-05-14 06:59:59,204007041.057659,105853,1864.514118,94203589.3836142,"BTCUSDT"
2021-05-14 07:00:00,50413.21,50767.39,50213,50720.34,3962.663023,2021-05-14 07:59:59,199978548.745906,90998,1828.230467,92230512.9796297,"BTCUSDT"
2021-05-14 08:00:00,50720.34,50958.32,50478.79,50538.14,3477.032307,2021-05-14 08:59:59,176243214.761361,87030,1432.791596,72635463.0790215,"BTCUSDT"
2021-05-14 09:00:00,50538.13,50624.93,50226.19,50310.83,3335.756373,2021-05-14 09:59:59,168070633.432169,77320,1467.763635,73942257.0649899,"BTCUSDT"
2021-05-14 10:00:00,50310.83,50977.6,50037,50937.18,3262.853932,2021-05-14 10:59:59,164858530.602569,84890,1556.34361,78627282.7968713,"BTCUSDT"
2021-05-14 11:00:00,50937.19,50949.96,50470.87,50873.78,3009.039971,2021-05-14 11:59:59,152517810.139665,81800,1460.279399,74013846.2640938,"BTCUSDT"
2021-05-14 12:00:00,50873.78,51483,50873.77,51211.98,4260.602988,2021-05-14 12:59:59,218352818.161469,120665,2017.883397,103403447.815717,"BTCUSDT"
2021-05-14 13:00:00,51211.98,51322.41,50660.59,50809,3747.950068,2021-05-14 13:59:59,191212371.626586,116425,1603.94029,81843882.4514613,"BTCUSDT"
2021-05-14 14:00:00,50809,51053.74,50490.26,50569.36,2632.602151,2021-05-14 14:59:59,133616105.243788,70117,1185.345647,60177677.9962349,"BTCUSDT"
2021-05-14 15:00:00,50569.37,50728.96,50330.62,50470.07,3438.132861,2021-05-14 15:59:59,173741355.819188,80363,1450.696789,73293605.4214693,"BTCUSDT"
2021-05-14 16:00:00,50470.89,50479.49,50083.8,50138.09,2652.32953,2021-05-14 16:59:59,133292453.31599,70851,1194.468244,60028758.338407,"BTCUSDT"
2021-05-14 17:00:00,50141.33,50294.6,49065,49146.02,4218.742028,2021-05-14 17:59:59,209466633.48336,107334,1925.831952,95605049.5127348,"BTCUSDT"
2021-05-14 18:00:00,49146.01,49848.48,49030,49807.18,2362.804044,2021-05-14 18:59:59,117047918.61368,82246,1181.681739,58537948.8850481,"BTCUSDT"
2021-05-14 19:00:00,49810.37,50142.06,49613.22,49912.26,2042.977506,2021-05-14 19:59:59,101859821.682501,66751,945.406768,47136359.1462816,"BTCUSDT"
2021-05-14 20:00:00,49912.26,50188.67,49730.98,49841.45,2306.703565,2021-05-14 20:59:59,115238535.768221,60295,979.721739,48948124.471837,"BTCUSDT"
2021-05-14 21:00:00,49844.16,50320.24,49269.78,49444.7,3240.054837,2021-05-14 21:59:59,161052312.465782,100780,1525.684876,75833730.3782576,"BTCUSDT"
2021-05-14 22:00:00,49444.7,50700,49350.5,50619.19,2899.095904,2021-05-14 22:59:59,145524662.032111,79355,1524.149078,76518568.1718154,"BTCUSDT"
2021-05-14 23:00:00,50619.18,50650.73,50020,50084.84,2143.714977,2021-05-14 23:59:59,107930676.991076,63742,1039.421762,52335114.0996983,"BTCUSDT"
2021-05-15 00:00:00,50084.83,50084.83,49601,49627.01,2247.57774,2021-05-15 00:59:59,112008453.094251,64393,1092.311593,54428768.4597333,"BTCUSDT"
2021-05-15 01:00:00,49627.02,49861.2,49150.92,49322.03,2921.961104,2021-05-15 01:59:59,144844769.429491,77099,1346.576871,66745626.6829146,"BTCUSDT"
2021-05-15 02:00:00,49322.03,49720.37,49086.75,49666.46,2777.408064,2021-05-15 02:59:59,137281382.203575,81539,1286.618024,63586855.9567536,"BTCUSDT"
2021-05-15 03:00:00,49668.92,49700,48628.72,48971.99,4475.983439,2021-05-15 03:59:59,220003402.961493,111629,2086.353568,102589238.678595,"BTCUSDT"
2021-05-15 04:00:00,48972,49058.89,48400,48469.28,4586.850315,2021-05-15 04:59:59,223648474.25795,107270,2124.445936,103599629.562902,"BTCUSDT"
2021-05-15 05:00:00,48469.71,49072.49,48203.91,48826.08,3843.623578,2021-05-15 05:59:59,186760891.24371,101693,1816.579852,88284767.0066138,"BTCUSDT"
2021-05-15 06:00:00,48826.06,49298.59,48350,48640.87,3775.306039,2021-05-15 06:59:59,184124060.27749,95473,1805.936063,88059717.3777618,"BTCUSDT"
2021-05-15 07:00:00,48654.24,48654.24,47721.84,48379.9,5492.303194,2021-05-15 07:59:59,264491723.510474,126327,2515.759172,121176466.343098,"BTCUSDT"
2021-05-15 08:00:00,48379.89,49000,48343.42,48929.74,3024.338134,2021-05-15 08:59:59,147188576.460095,71891,1480.817605,72066686.4840134,"BTCUSDT"
2021-05-15 09:00:00,48929.73,49364.8,48636.58,49167.21,3205.170074,2021-05-15 09:59:59,157164463.446356,80006,1582.558663,77609981.4279019,"BTCUSDT"
2021-05-15 10:00:00,49167.22,49340.68,48527.07,48995.02,3241.608758,2021-05-15 10:59:59,159029983.091555,76074,1503.173656,73755826.8590179,"BTCUSDT"
2021-05-15 11:00:00,48995.02,49697.63,48832,49389.58,5237.189381,2021-05-15 11:59:59,257950577.317189,113886,2527.076134,124438755.205599,"BTCUSDT"
2021-05-15 12:00:00,49389.58,49585.49,48834.82,48982.99,3230.316773,2021-05-15 12:59:59,158925705.077413,86417,1428.274971,70241939.9476738,"BTCUSDT"
2021-05-15 13:00:00,48983,48994.27,47534,47876.71,6712.553644,2021-05-15 13:59:59,322666496.755356,155857,3205.857253,154074076.52625,"BTCUSDT"
2021-05-15 14:00:00,47875.46,48234.16,47399.3,47801.08,4910.971781,2021-05-15 14:59:59,234686773.433109,111238,2293.772638,109643442.467232,"BTCUSDT"
2021-05-15 15:00:00,47801.07,48200,47447.36,47890.07,3156.243609,2021-05-15 15:59:59,151100555.725607,78539,1490.093021,71337677.3963,"BTCUSDT"
2021-05-15 16:00:00,47890.72,48108.61,46900,48108.4,5499.314898,2021-05-15 16:59:59,260847281.813345,133470,2560.28103,121515059.163556,"BTCUSDT"
2021-05-15 17:00:00,48108.4,48655,48037.25,48219.31,3115.476595,2021-05-15 17:59:59,150580054.498767,83913,1556.625396,75233175.6729943,"BTCUSDT"
2021-05-15 18:00:00,48219.41,48738.75,48209.01,48419.76,1775.332841,2021-05-15 18:59:59,85996600.7364469,71365,863.127053,41812534.4845748,"BTCUSDT"
2021-05-15 19:00:00,48419.74,48688.83,47733,47964.69,2919.023845,2021-05-15 19:59:59,140828211.428359,80840,1335.126612,64396537.2926409,"BTCUSDT"
2021-05-15 20:00:00,47971.98,48049.93,46555,46762.99,5006.029835,2021-05-15 20:59:59,236139758.266356,133995,2267.297636,107018669.215125,"BTCUSDT"
2021-05-15 21:00:00,46762.99,47698,46467,47283.43,5439.308207,2021-05-15 21:59:59,256947912.168605,125250,2483.910582,117380865.448783,"BTCUSDT"
2021-05-15 22:00:00,47282.38,48215.96,47282.37,48059.99,3005.465226,2021-05-15 22:59:59,143829883.372735,85044,1498.929104,71727289.6223064,"BTCUSDT"
2021-05-15 23:00:00,48059.99,48326.62,47952.56,48150.01,2151.761047,2021-05-15 23:59:59,103498165.899817,59111,1038.269591,49942784.0509623,"BTCUSDT"
2021-05-16 00:00:00,48144.25,48406.44,47747.7,48383.46,2204.566902,2021-05-16 00:59:59,105856132.569298,58816,1074.680638,51603914.7522297,"BTCUSDT"
2021-05-16 01:00:00,48386.62,48951.01,48051.38,48102.77,2272.252438,2021-05-16 01:59:59,110028077.590326,65303,1109.779656,53756724.7147979,"BTCUSDT"
2021-05-16 02:00:00,48102.77,48354.2,48034.82,48165.86,1650.211541,2021-05-16 02:59:59,79543003.6431063,53944,779.645781,37581030.9383271,"BTCUSDT"
2021-05-16 03:00:00,48165.86,49500,48135.39,49047.97,4192.928903,2021-05-16 03:59:59,205784967.262572,94256,2080.669326,102082371.515296,"BTCUSDT"
2021-05-16 04:00:00,49047.97,49400,48825.31,49375.28,2686.640493,2021-05-16 04:59:59,131681355.177965,77080,1314.532213,64443639.7692226,"BTCUSDT"
2021-05-16 05:00:00,49375.28,49437.46,48656,48900.02,2548.287369,2021-05-16 05:59:59,124722726.916192,71072,1115.303074,54579680.7200267,"BTCUSDT"
2021-05-16 06:00:00,48900.02,49500,48896,49264.69,2980.492109,2021-05-16 06:59:59,146679299.800508,75162,1459.794875,71862255.8162081,"BTCUSDT"
2021-05-16 07:00:00,49264.68,49795.89,49221.08,49579.7,2962.993138,2021-05-16 07:59:59,146516333.3251,80650,1314.483621,64996966.3506654,"BTCUSDT"
2021-05-16 08:00:00,49574.98,49640.28,48912.8,49014.99,2464.233967,2021-05-16 08:59:59,121437654.421003,68509,1085.562646,53499551.2479223,"BTCUSDT"
2021-05-16 09:00:00,49014.99,49157.89,48550.63,48622.62,2925.555177,2021-05-16 09:59:59,143016378.540815,76390,1323.987107,64730647.8002384,"BTCUSDT"
2021-05-16 10:00:00,48618.14,48999.1,48457.06,48915.73,3053.929148,2021-05-16 10:59:59,148843563.099833,81833,1494.780768,72856008.5119635,"BTCUSDT"
2021-05-16 11:00:00,48915.78,49249.06,48036,48284.32,3836.376897,2021-05-16 11:59:59,186287640.327488,98629,1963.19055,95331787.8484688,"BTCUSDT"
2021-05-16 12:00:00,48284.32,48331.45,47566.01,47727.26,4351.100773,2021-05-16 12:59:59,208712774.016586,102213,2220.165178,106524049.77753,"BTCUSDT"
2021-05-16 13:00:00,47727.26,48097.59,46960,47276.26,6112.076715,2021-05-16 13:59:59,290162172.656845,151400,2985.864785,141764862.820298,"BTCUSDT"
2021-05-16 14:00:00,47276.26,47460,46120,47081.5,8475.470489,2021-05-16 14:59:59,397503893.252015,166006,3869.601521,181587064.99088,"BTCUSDT"
2021-05-16 15:00:00,47080.2,47457.76,45333.34,45380.56,10976.682251,2021-05-16 15:59:59,509186062.013127,202191,4701.371344,218287521.98593,"BTCUSDT"
2021-05-16 16:00:00,45409.99,46239.68,44444.44,45549.26,11255.424001,2021-05-16 16:59:59,510824938.157119,218969,5045.107989,229207880.520869,"BTCUSDT"
2021-05-16 17:00:00,45553.24,45902.19,43825.39,44104.07,11341.714158,2021-05-16 17:59:59,508083166.086961,228165,5286.489776,236984034.232922,"BTCUSDT"
2021-05-16 18:00:00,44103.9,45614.33,43857.42,45195.96,7608.620307,2021-05-16 18:59:59,340577449.14617,196953,3714.192935,166295554.357096,"BTCUSDT"
2021-05-16 19:00:00,45195.29,46320,45163.65,45562.01,5841.013031,2021-05-16 19:59:59,267417674.043325,127254,2862.604852,131056615.550963,"BTCUSDT"
2021-05-16 20:00:00,45562.01,46480,45384.11,46431.5,3932.708488,2021-05-16 20:59:59,180356384.62839,97095,1974.672965,90588292.7641127,"BTCUSDT"
2021-05-16 21:00:00,46426.83,46686,45481.64,45551.72,4098.536169,2021-05-16 21:59:59,188955275.464511,94285,1960.543965,90381087.9021423,"BTCUSDT"
2021-05-16 22:00:00,45551.72,45618.04,44527.22,44870.17,6451.076643,2021-05-16 22:59:59,290578727.581981,127959,3095.681378,139434491.323401,"BTCUSDT"
2021-05-16 23:00:00,44870.16,45234.82,44210.01,44465.81,5723.772684,2021-05-16 23:59:59,255853933.510903,105486,2866.948978,128108986.88829,"BTCUSDT"
2021-05-17 00:00:00,44462.34,44705.23,42777,42915.46,11898.472951,2021-05-17 00:59:59,518776988.999301,227043,5557.755638,242548247.380188,"BTCUSDT"
2021-05-17 01:00:00,42915.46,44300,42196.97,43582.53,13239.783401,2021-05-17 01:59:59,570506419.345419,227928,6015.530733,259572040.916223,"BTCUSDT"
2021-05-17 02:00:00,43582.6,44232.84,42397.28,44150.24,9220.107541,2021-05-17 02:59:59,397210741.446895,176298,4406.213944,189898704.825078,"BTCUSDT"
2021-05-17 03:00:00,44193.78,45400,43853.75,44323.45,11530.826326,2021-05-17 03:59:59,515102067.917443,207627,5462.337524,244107348.992846,"BTCUSDT"
2021-05-17 04:00:00,44323.44,45353.09,44127.63,45149.18,6566.740902,2021-05-17 04:59:59,293636586.194332,128431,3315.021269,148233798.287037,"BTCUSDT"
2021-05-17 05:00:00,45143.28,45528.07,44666.79,45320.64,6758.623435,2021-05-17 05:59:59,305252998.586804,127841,3224.769814,145557995.327519,"BTCUSDT"
2021-05-17 06:00:00,45317.29,45630.34,44900,45408.87,4778.778009,2021-05-17 06:59:59,215813496.766425,90820,2507.864087,113284338.262437,"BTCUSDT"
2021-05-17 07:00:00,45417.21,45507.33,44429.32,44539,5686.042787,2021-05-17 07:59:59,255700269.485132,98071,2864.730427,128815425.825255,"BTCUSDT"
2021-05-17 08:00:00,44539,45800,44291.84,45731.39,6628.063279,2021-05-17 08:59:59,299783585.859509,116772,3458.356849,156403120.405862,"BTCUSDT"
2021-05-17 09:00:00,45733.55,45791.04,44707.53,44919.14,6324.442361,2021-05-17 09:59:59,285964102.671037,107033,3167.526856,143249351.173637,"BTCUSDT"
2021-05-17 10:00:00,44927.6,45227.42,44555,45029.01,4360.539258,2021-05-17 10:59:59,195565400.350038,86085,2174.750038,97524813.6772151,"BTCUSDT"
2021-05-17 11:00:00,45029.01,45128.7,43770.34,44440.98,6218.958669,2021-05-17 11:59:59,275591773.115209,119987,2902.767366,128601917.962015,"BTCUSDT"
2021-05-17 12:00:00,44440.98,44646.54,43156,43362.75,6234.049027,2021-05-17 12:59:59,273101584.404943,132130,3005.152371,131614626.939446,"BTCUSDT"
2021-05-17 13:00:00,43357,43814.3,42510.9,42567.28,8815.513326,2021-05-17 13:59:59,380442842.714359,168335,4557.635125,196780053.008666,"BTCUSDT"
2021-05-17 14:00:00,42566.1,43208.43,42001,42587.21,9215.23866,2021-05-17 14:59:59,392692743.88533,180323,4088.260839,174270711.511318,"BTCUSDT"
2021-05-17 15:00:00,42586.21,43733.89,42300.8,43473.22,7355.61408,2021-05-17 15:59:59,317930324.231919,139921,3769.49266,162944920.28442,"BTCUSDT"
2021-05-17 16:00:00,43471.48,44400,43462.76,44197.73,5496.795973,2021-05-17 16:59:59,242018960.77878,107670,2766.001768,121754297.382663,"BTCUSDT"
2021-05-17 17:00:00,44197.73,44939.2,44038.51,44757.64,4113.219255,2021-05-17 17:59:59,182869069.323869,93146,1961.983588,87226146.4900093,"BTCUSDT"
2021-05-17 18:00:00,44757.63,44814.81,43250.57,43514.55,4150.748617,2021-05-17 18:59:59,182675946.8293,115836,2034.289027,89510511.8489881,"BTCUSDT"
2021-05-17 19:00:00,43514.55,44518.2,42600,42897.07,6424.963323,2021-05-17 19:59:59,278747733.111066,133593,3034.437777,131669595.601712,"BTCUSDT"
2021-05-17 20:00:00,42897.09,43841.88,42500,43538.04,5366.26606,2021-05-17 20:59:59,231983959.359353,104201,2412.09456,104263224.106555,"BTCUSDT"
2021-05-17 21:00:00,43538.02,44631.78,43150.79,44386.26,6210.140676,2021-05-17 21:59:59,274430073.991814,116599,3137.107601,138570063.775809,"BTCUSDT"
2021-05-17 22:00:00,44389.58,45281.34,44303.88,45072.49,6566.090316,2021-05-17 22:59:59,294718581.910705,109291,3425.513448,153739910.501736,"BTCUSDT"
2021-05-17 23:00:00,45079.58,45260.54,44500,45018.55,3747.96364,2021-05-17 23:59:59,168042412.705665,83345,1778.375415,79737774.7746845,"BTCUSDT"
2021-05-18 00:00:00,45018.17,45051.16,44660.02,44779.83,2728.724821,2021-05-18 00:59:59,122353911.313294,60376,1241.777956,55677269.1746963,"BTCUSDT"
2021-05-18 01:00:00,44774.78,45555.17,44738.26,45318.97,4607.615743,2021-05-18 01:59:59,208363426.393217,99543,2210.752891,99965813.1254966,"BTCUSDT"
2021-05-18 02:00:00,45318.98,45509.24,45007.31,45359.99,4003.076024,2021-05-18 02:59:59,181299164.624141,78281,1760.195956,79698062.9108004,"BTCUSDT"
2021-05-18 03:00:00,45355.82,45799.29,44800.4,44898.06,4784.476798,2021-05-18 03:59:59,216968005.930515,97294,2091.281369,94865044.7837254,"BTCUSDT"
2021-05-18 04:00:00,44898.05,45244.64,44837.44,45172.7,3823.261984,2021-05-18 04:59:59,172213477.216782,74912,1609.479949,72480035.9694392,"BTCUSDT"
2021-05-18 05:00:00,45172.69,45420,44826.41,44925.19,3610.934559,2021-05-18 05:59:59,162893077.007077,94197,1651.652557,74509486.3777279,"BTCUSDT"
2021-05-18 06:00:00,44925.19,45133,44607.08,44955.35,3542.845052,2021-05-18 06:59:59,158936710.257901,99940,1745.359003,78283921.0301086,"BTCUSDT"
2021-05-18 07:00:00,44955.35,45480,44731.84,45365.87,2907.382956,2021-05-18 07:59:59,131297325.071972,78762,1421.353686,64195822.7897146,"BTCUSDT"
2021-05-18 08:00:00,45365.87,45662.14,45125.21,45321.02,3041.567041,2021-05-18 08:59:59,138183579.485268,72773,1624.41834,73803621.1957818,"BTCUSDT"
2021-05-18 09:00:00,45318.76,45341.84,43715,43955.47,6203.662829,2021-05-18 09:59:59,276095596.414797,132092,3082.279194,137290120.457153,"BTCUSDT"
2021-05-18 10:00:00,43955.46,44098.4,43210,43691.22,7040.023149,2021-05-18 10:59:59,307606212.159516,130860,3298.329897,144143748.343437,"BTCUSDT"
2021-05-18 11:00:00,43691.39,43692.51,42507,43221.4,8896.14858,2021-05-18 11:59:59,382920221.883665,180928,4111.975697,176961128.192151,"BTCUSDT"
2021-05-18 12:00:00,43221.4,43806.8,42780.53,42969.47,7433.449024,2021-05-18 12:59:59,322009953.473365,166272,3419.513429,148143120.583633,"BTCUSDT"
2021-05-18 13:00:00,42969.46,43700,42594.93,43600.21,8038.149971,2021-05-18 13:59:59,347060015.656575,179283,4017.657947,173407178.537448,"BTCUSDT"
2021-05-18 14:00:00,43601.19,43825.65,43278.37,43324.59,4445.74057,2021-05-18 14:59:59,193501724.86242,120271,1951.832952,84934548.3645049,"BTCUSDT"
2021-05-18 15:00:00,43324.59,43361.88,42371.96,42800.01,6072.594467,2021-05-18 15:59:59,259759114.566285,122291,2735.962172,117067836.219488,"BTCUSDT"
